player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_raw,arg_raw,app_raw,ott_raw,t2g_raw,total_raw
"Lagergren, Joakim",10,0,0,0,28,28,0.506028827,-0.409640995,-0.788274783,-0.204767449,-1.402683228,-0.97174897
"Migliozzi, Guido",14,0,0,0,38,24,-0.324325285,-0.361638149,-0.537957201,-0.286294311,-1.185889661,-1.134229579
"Wilson, Andrew",10,0,0,0,25,21,-0.701456521,0.027906677,-0.607964308,-0.143718182,-0.723775813,-0.786262601
"Van Pelt, Bo",12,0,0,0,27,12,-0.525408501,-0.007384338,-1.192705654,-0.098909835,-1.298999827,-1.348408306
"Love III, Davis",7,0,0,0,19,9,-0.388319349,-0.304571123,-1.071720617,0.022629754,-1.353661986,-1.241087916
"Crocker, Sean",9,0,0,0,20,20,-0.902255484,-0.383586976,-0.051935139,0.22305819,-0.212463925,-1.107824421
"Blixt, Jonas",13,0,0,0,30,22,0.022044102,-0.141398441,-1.504132427,-0.249205463,-1.894736331,-2.149036157
"Ros, Pep Angles",10,0,0,0,25,18,-0.045421469,-0.068953352,-0.19785771,0.24895119,-0.017859872,-0.772208664
"Stalter, Joel",10,0,0,0,22,18,0.545049559,-0.307394531,-0.58276606,-0.249883604,-1.140044196,-0.921446699
"Lieser, Ondrej",6,0,0,0,16,14,-0.46822233,0.101114535,-0.521571911,-0.009701097,-0.430158473,-0.885750025
"Gallacher, Stephen",7,0,0,0,16,12,-0.533534113,-0.010029331,-1.112627889,-0.099523012,-1.222180231,-1.360621254
"Karlberg, Rikard",10,0,0,0,24,24,-0.119706424,0.172940145,-0.768898852,-0.709671798,-1.305630504,-1.41738342
"Caldwell, Jonathan",13,0,0,0,31,30,0.488172653,-0.145100734,-0.848210376,-0.959331882,-1.952642992,-1.361933027
"Crane, Ben",6,0,0,0,15,4,0.265817319,-0.104388084,-0.891399521,0.086690302,-0.909097303,-1.848540349
"Paisley, Chris",12,0,0,0,28,24,0.029558034,0.196101791,-0.439612568,-1.484172334,-1.727683111,-1.600707497
"Fisher, Oliver",9,0,0,0,19,16,0.158897654,0.149784917,-0.853903393,-0.831504496,-1.535622971,-1.493127979
"Porteous, Haydn",13,0,0,0,30,20,-0.446906165,-0.152324238,-0.865816752,-1.001169046,-2.019310036,-1.153525711
"Quiros, Alvaro",7,0,0,0,15,15,-0.269108565,-0.25653657,-0.77581264,-0.284147265,-1.316496475,-1.719125517
"Enoch, Rhys",7,0,0,0,16,10,0.12470858,-0.710960701,-1.376755663,0.498295666,-1.589420698,-1.048692347
"Warren, Marc",9,0,0,0,20,16,0.06890943,-0.551491816,-1.132912287,-0.724870642,-2.409274744,-1.93661217
"Hend, Scott",13,0,0,0,25,15,-0.749540721,-0.329079863,0.004582572,-0.078260169,-0.40275746,-1.362087957
"Storm, Graeme",8,0,0,0,15,15,-0.508589509,0.013875454,-0.719966282,-0.608136903,-1.314227731,-1.91965155
"Paratore, Renato",10,0,0,0,22,18,-0.260981466,0.561170486,-1.3526399,-1.581762296,-2.37323171,-2.032142541
"Wood, Chris",8,0,0,0,18,18,-0.403995903,0.21103952,-0.437207939,-1.788525415,-2.014693834,-2.316744203
"Howell, David",9,0,0,0,19,18,0.835044714,0.022169652,-1.153537735,-1.858388126,-2.989756208,-2.188082873
"Pigem, Carlos",11,0,0,0,26,15,-0.412049802,-0.146348276,-0.253836609,-0.915624924,-1.31580981,-1.777344583
"Sharvin, Cormac",10,0,0,0,21,13,-0.034145587,-0.105257855,-1.027368164,-1.36049248,-2.4931185,-2.153761348
"Potter Jr, Ted",8,0,0,0,19,3,-1.041466872,-2.123030205,-0.645564239,-0.933955778,-3.702550222,-2.611745518
"Johnson, Richard S.",5,0,0,0,13,3,-1.138339057,-0.939325152,-1.025754725,-1.475916082,-3.44099596,-3.125816681
"Stadler, Kevin",7,0,0,0,17,5,-1.973688397,-1.006539573,-1.632037137,-0.81241438,-3.45099109,-3.813690948
"Stow, Ben",6,0,0,0,14,4,-2.170240812,-0.02710632,-0.572767611,-0.085247475,-0.685121405,-3.130277792
